preprint_doi,published_doi,published_journal,preprint_platform,preprint_title,preprint_authors,preprint_category,preprint_date,published_date,preprint_abstract,preprint_author_corresponding,preprint_author_corresponding_institution
10.1101/019257,10.1186/s12915-015-0146-0,BMC Biology,bioRxiv,"Layering genetic circuits to build a single cell, bacterial half adder",Adison Wong;Huijuan Wang;Chueh Loo Poh;Richard Kitney;,Synthetic Biology ,2015-05-12,2015-06-16,"Gene regulation in biological systems is impacted by the cellular and genetic context-dependent effects of the biological parts which comprise the circuit. Here, we have sought to elucidate the limitations of engineering biology from an architectural point of view, with the aim of compiling a set of engineering solutions for overcoming failure modes during the development of complex, synthetic genetic circuits. Using a synthetic biology approach that is supported by computational modelling and rigorous characterisation, AND, OR and NOT biological logic gates were layered in both parallel and serial arrangements to generate a repertoire of Boolean operations that include NIMPLY, XOR, half adder and half subtractor logics in single cell. Subsequent evaluation of these near-digital biological systems revealed critical design pitfalls that triggered genetic context dependent effects, including 5 UTR interference and uncontrolled switch-on behaviour of {sigma}54 promoter. Importantly, this work provides a representative case study to the debugging of genetic context dependent effects through principles elucidated herein, thereby providing a rational design framework to program single prokaryotic cell with diversified digital operations.",Chueh Loo  Poh,Nanyang Technological University
10.1101/007237,10.7554/eLife.05856,eLife,bioRxiv,Expression noise facilitates the evolution of gene regulation,Luise Wolf;Olin K Silander;Erik J van Nimwegen;,Systems Biology ,2014-07-18,2015-06-17,"In studies of gene regulation, it is often tacitly assumed that the interactions between transcriptional regulators and their target promoters are finely tuned to ensure condition-appropriate gene expression of the targets. However, how natural selection might evolve such precise regulation from an initial state without regulation, is rarely discussed. In addition, the accuracy of gene regulation is affected by noise in gene expression [1]. Expression noise varies greatly across genes [2-5], suggesting that natural selection has affected noise levels, but the role of expression noise in gene regulation is currently poorly understood [6]. Here we present a combination of experimental evidence and theoretical modeling showing that the transmission of expression noise from regulators to their targets can function as a rudimentary form of gene regulation that facilitates the evolution of more finely tuned gene regulation. To assess how natural selection has affected transcriptional noise in E. coli, we evolved a large set of synthetic promoters under carefully controlled selective conditions and found, surprisingly, that native E. coli promoters show no signs of having been selected for minimizing their noise. Instead, a subset of native promoters, which are characterized by high expression plasticity and high numbers of regulatory inputs, show elevated noise levels. A general theoretical model, which recognizes that target genes are not only affected by the condition-dependent activities of their regulators, but also by the regulators noise, explains these observations. Noise transmission from regulators to their targets is favored by selection whenever regulation is imprecise, and may even constitute the main function of coupling a promoter to a regulator. Our theory provides a novel framework for understanding the evolution of gene regulation, demonstrating that in many situations expression noise is not the mere unwanted side-effect of regulatory interactions, but a beneficial function that is key to the evolvability of regulatory interactions.",Erik J van Nimwegen,"Biozentrum, University of Basel"
10.1101/001685,10.1186/s13227-015-0018-2,EvoDevo,bioRxiv,"Stem cells in Nanomia bijuga (Siphonophora), a colonial animal with localized growth zones",Stefan Siebert;Freya E. Goetz;Samuel H. Church;Pathikrit Bhattacharyya;Felipe Zapata;Steven H.D. Haddock;Casey W. Dunn;,Developmental Biology ,2014-01-06,2015-05-27,"BackgroundSiphonophores (Hydrozoa) have unparalleled colony-level complexity, precision of colony organization, and functional specialization between zooids (i.e., the units that make up colonies) Previous work has shown that, unlike other colonial animals, most growth in siphonophores is restricted to one or two well-defined growth zones that are the sites of both elongation and zooid budding. It remained unknown, however, how this unique colony growth and development is realized at the cellular level.\n\nResultsTo understand the colony-level growth and development of siphonophores at the cellular level, we characterize the distribution of proliferating cells and interstitial stem cells (i-cells) in the siphonophore Nanomia bijuga. Within the colony we find that i-cells are present at the tip of the horn, the structure within the growth zone that gives rise to new zooids. They persist in the youngest zooid buds, but as each zooid matures i-cells become progressively restricted to specific regions within the zooids until they are mostly absent from the oldest zooids. I-cell marker-gene expression remained in gametogenic regions. I-cells are not found in the stem between maturing zooids. Domains of high cell proliferation include regions where i-cells can be found, but also include some areas without i-cells such as the stem within the growth zones. Cell proliferation in regions devoid of marker gene expression indicates the presence of mitotically active epithelial cell lineages and, potentially, progenitor cell populations.\n\nConclusionsRestriction of stem cells to particular regions in the colony may play a major role in facilitating the precision of siphonophore growth, and also lead to a reduced developmental plasticity in other, typically older, parts of the colony. This helps explain why siphonophore colonies have such precise colony-level organization.",Stefan  Siebert,Brown University
10.1101/020370,10.1111/evo.12707,Evolution,bioRxiv,Evolution of ecological dominance of yeast species in high-sugar environments,Kathryn M Williams;Ping Liu;Justin C Fay;,Evolutionary Biology ,2015-06-03,2015-06-18,"In budding yeasts, fermentation in the presence of oxygen evolved around the time of a whole genome duplication (WGD) and is thought to confer dominance in high-sugar environments because ethanol is toxic to many species. While there are many fermentative yeast species, only Saccharomyces cerevisiae consistently dominates wine fermentations. In this study, we use co-culture experiments and intrinsic growth rate assays to examine the relative fitness of non-WGD and WGD yeast species across environments to assess when S. cerevisiaes ability to dominate high-sugar environments arose. We show that S. cerevisiae dominates nearly all other non-WGD and WGD species except for its sibling species S. paradoxus in both grape juice and a high-sugar rich medium. Of the species we tested, S. cerevisiae and S. paradoxus have evolved the highest ethanol tolerance and intrinsic growth rate in grape juice. However, the ability of S. cerevisiae and S. paradoxus to dominate certain species depends on the temperature and the type of high-sugar environment. Our results indicate that dominance of high-sugar environments evolved much more recently than the WGD, most likely just prior to or during the differentiation of Saccharomyces species, and that evolution of multiple traits contributes to S. cerevisiaes ability to dominate wine fermentations.",Kathryn M Williams,Washington University
10.1101/008649,10.1371/journal.pone.0130356,PLOS ONE,bioRxiv,Conditional U1 Gene Silencing in Toxoplasma gondii,Manuela S Pieperhoff;Gurman S Pall;Elena Jimenez-Ruis;Sujaan Das;Eleanor H Wong;Joanne Heng;Sylke Mueller;Michael J Blackman;Markus Meissner;,Molecular Biology ,2014-09-01,2015-06-19,"In absence of powerful siRNA approaches, the functional characterisation of essential genes in apicomplexan parasites, such as Toxoplasma gondii or Plasmodium falciparum, relies on conditional mutagenesis systems. Here we present a novel strategy based on U1 snRNP-mediated gene silencing. U1 snRNP is critical in pre-mRNA splicing by defining the exonintron boundaries. When a U1 recognition site is placed into the 3-terminal exon or adjacent to the termination codon, pre-mRNA is cleaved at the 3-end and degraded, leading to an efficient knockdown of the gene of interest (GOI). Here we describe a simple one-step approach that combines endogenous tagging with DiCre-mediated positioning of U1 recognition sites adjacent to the termination codon of the GOI which leads to a conditional knockdown of the GOI in Ku80 knockout and RH T. gondii tachyzoites. Specific knockdown mutants of the reporter gene GFP and several endogenous genes of T. gondii including the clathrin heavy chain gene 1 (chc1), the vacuolar protein sorting gene 26 (vps26), and the dynamin-related protein C gene (drpC) were silenced using this new approach. This new gene silencing tool kit allows protein tracking and functional studies simultaneously.",Markus  Meissner,University of Glasgow
10.1101/010561,10.1038/srep10950,Scientific Reports,bioRxiv,High-field Functional Magnetic Resonance Imaging of Vocalization Processing in Marmosets,Srivatsun Sadagopan;Nesibe Z Temiz;Henning U Voss;,Neuroscience ,2014-10-20,2015-06-19,"Vocalizations are behaviorally critical sounds, and this behavioral importance is reflected in the ascending auditory system, where conspecific vocalizations are increasingly over-represented at higher processing stages. Recent evidence suggests that, in macaques, this increasing selectivity for vocalizations might culminate in a cortical region that is densely populated by vocalization-preferring neurons. Such a region might be a critical node in the representation of vocal communication sounds, underlying the recognition of vocalization type, caller and social context. These results raise the questions of whether cortical specializations for vocalization processing exist in other species, their cortical location, and their relationship to the auditory processing hierarchy. To explore cortical specializations for vocalizations in another species, we performed high-field fMRI of the auditory cortex of a vocal New World primate, the common marmoset (Callithrix jacchus). Using a sparse imaging paradigm, we discovered a caudal-rostral gradient for the processing of conspecific vocalizations in marmoset auditory cortex, with regions of the anterior temporal lobe close to the temporal pole exhibiting the highest preference for vocalizations. These results demonstrate similar cortical specializations for vocalization processing in macaques and marmosets, suggesting that cortical specializations for vocal processing might have evolved before the lineages of these species diverged.",Srivatsun  Sadagopan,The Rockefeller University
10.1101/008284,10.1038/nbt.3270,Nature Biotechnology,bioRxiv,Frequent and Transient Acquisition of Pluripotency During Somatic Cell Trans-differentiation with iPSC Reprogramming Factors,Itay Maza;Inbal Casoi;Sergey Viukov;Yoach Rais;Asaf Zviran;Shay Geula;Vladislav Krupalnik;Mirie Zerbib;Rada Massarwa;Noa Novershtern;Jacob Hanna;,Developmental Biology ,2014-08-23,2015-06-22,"Recent reports have proposed a new paradigm for obtaining mature somatic cell types from fibroblasts without going through a pluripotent state, by briefly expressing canonical iPSC reprogramming factors Oct4, Sox2, Klf4, c-Myc (abbreviated as OSKM) in cells expanded in lineage differentiation promoting conditions. Here we apply genetic lineage tracing for endogenous Nanog locus and X chromosome reactivation during OSKM induced trans-differentiation, as these molecular events mark final stages for acquisition of induced pluripotency. Remarkably, the majority of reprogrammed cardiomyocytes or neural stem cells derived from mouse fibroblasts via OSKM mediated trans-differentiation ([~]>90%), are attained after transient acquisition of pluripotency, and followed by rapid differentiation. Our findings underscore a molecular and functional coupling between inducing pluripotency and obtaining \""trans-differentiated\"" somatic cells via OSKM induction, and have implications on defining molecular trajectories assumed during different cell reprogramming methods.",Jacob  Hanna,Weizmann Institute of Science
10.1101/009472,10.1371/journal.pgen.1005206,PLOS Genetics,bioRxiv,"Accounting for experimental noise reveals that mRNA levels, amplified by post-transcriptional processes, largely determine steady-state protein levels in yeast",Gábor Csárdi;Alexander Franks;David S. Choi;Eduardo M. Airoldi;D. Allan Drummond;,Bioinformatics ,2014-09-21,2015-05-07,"Cells respond to their environment by modulating protein levels through mRNA transcription and post-transcriptional control. Modest observed correlations between global steady-state mRNA and protein measurements have been interpreted as evidence that mRNA levels determine roughly 40% of the variation in protein levels, indicating dominant post-transcriptional effects. However, the techniques underlying these conclusions, such as correlation and regression, yield biased results when data are noisy, missing systematically, and collinear--properties of mRNA and protein measurements--which motivated us to revisit this subject. Noise-robust analyses of 24 studies of budding yeast reveal that mRNA levels explain more than 85% of the variation in steady-state protein levels. Protein levels are not proportional to mRNA levels, but rise much more rapidly. Regulation of translation suffices to explain this nonlinear effect, revealing post-transcriptional amplification of, rather than competition with, transcriptional signals. These results substantially revise widely credited models of protein-level regulation, and introduce multiple noise-aware approaches essential for proper analysis of many biological phenomena.",D. Allan  Drummond,University of Chicago
10.1101/006122,10.1371/journal.pbio.1002112,PLOS Biology,bioRxiv,Natural selection constrains neutral diversity across a wide range of species.,Russell B. Corbett-Detig;Daniel L. Hartl;Timothy B. Sackton;,Genomics ,2014-06-09,2015-04-10,"The neutral theory of molecular evolution predicts that the amount of neutral polymorphisms within a species will increase proportionally with the census population size (Nc). However, this prediction has not been borne out in practice: while the range of Nc spans many orders of magnitude, levels of genetic diversity within species fall in a comparatively narrow range. Although theoretical arguments have invoked the increased efficacy of natural selection in larger populations to explain this discrepancy, few direct empirical tests of this hypothesis have been conducted. In this work, we provide a direct test of this hypothesis using population genomic data from a wide range of taxonomically diverse species. To do this, we relied on the fact that the impact of natural selection on linked neutral diversity depends on the local recombinational environment. In regions of relatively low recombination, selected variants affect more neutral sites through linkage, and the resulting correlation between recombination and polymorphism allows a quantitative assessment of the magnitude of the impact of selection on linked neutral diversity. By comparing whole-genome polymorphism data and genetic maps using a coalescent modeling framework, we estimate the degree to which natural selection reduces linked neutral diversity for 40 species of obligately sexual eukaryotes. We then show that the magnitude of the impact of natural selection is positively correlated with Nc, based on body size and species range as proxies for census population size. These results demonstrate that natural selection removes more variation at linked neutral sites in species with large Nc than those with small Nc, and provides direct empirical evidence that natural selection constrains levels of neutral genetic diversity across many species. This implies that natural selection may provide an explanation for this longstanding paradox of population genetics.",Timothy B. Sackton,Harvard University
10.1101/007369,10.1093/sysbio/syv019,Systematic Biology,bioRxiv,Comparative analysis of principal components can be misleading,Josef C Uyeda;Daniel S. Caetano;Matthew W Pennell;,Evolutionary Biology ,2014-07-22,2015-04-03,"Quantitative geneticists long ago recognized the value of studying evolution in a multivariate framework (Pearson, 1903). Due tolinkage, pleiotropy, coordinated selection and mutational covariance, the evolutionary response in any phenotypic trait can only be properly understood in the context ofother traits (Lande, 1979; Lynch and Walsh, 1998). This is of course also well-appreciated bycomparative biologists. However, unlike in quantitative genetics, most of the statistical and conceptual tools for analyzing phylogenetic comparative data (recently reviewed in Pennell and Harmon, 2013) are designed for analyzing a single trait (but see, for example Revell and Harmon, 2008; Revell and Harrison, 2008; Hohenlohe and Arnold, 2008; Revell and Collar, 2009; Schmitz and Motani, 2011; Adams, 2014b). Indeed, even classical approaches for testing for correlated evolution between two traits (e.g., Felsenstein, 1985; Grafen, 1989; Harvey and Pagel, 1991) are not actually multivariate as each trait is assumed to have evolved under a process that is independent of the state of the other (Hansen and Orzack, 2005; Hansen and Bartoszek, 2012). As a result of these limitations, researchers with multivariate datasets are often faced with a choice: analyze each trait as if they were independent or else decompose the dataset into statistically independent set of traits, such that each set can be analyzed with the univariate methods.",Josef C Uyeda,University of Idaho
10.1101/008797,10.1371/journal.pgen.1005176,PLOS Genetics,bioRxiv,Cross-population Joint Analysis of eQTLs: Fine Mapping and Functional Annotation,Xiaoquan Wen;Francesca Luca;Roger Pique-Regi;,Genetics ,2014-09-04,2015-04-23,"Mapping expression quantitative trait loci (eQTLs) has been shown as a powerful tool to uncover the genetic underpinnings of many complex traits at the molecular level. In this paper, we present an integrative analysis approach that leverages eQTL data collected from multiple population groups. In particular, our approach effectively identifies multiple independent cis-eQTL signals that are consistently presented across populations, accounting for heterogeneity in allele frequencies and patterns of linkage disequilibrium. Furthermore, our analysis framework enables integrating high-resolution functional annotations into analysis of eQTLs. We applied our statistical approach to analyze the GEUVADIS data consisting of samples from five population groups. From this analysis, we concluded that i) joint analysis across population groups greatly improves the power of eQTL discovery and the resolution of fine mapping of causal eQTLs; ii) many genes harbor multiple independent eQTLs in their cis regions; iii) genetic variants that disrupt transcription factor binding are significantly enriched in eQTLs (p-value = 4.93 x 10-22).\n\nAuthor SummaryExpression quantitative trait loci (eQTLs) are genetic variants associated with gene expression phenotypes. Mapping eQTLs enables us to study the genetic basis of gene expression variation across individuals. In this study, we introduce a statistical framework for analyzing genotype-expression data collected from multiple population groups. We show that our approach is particularly effective in identifying multiple independent eQTL signals that are consistently presented across populations in the proximity of a gene. In addition, our analysis framework allows effective integration of genomic annotations into eQTL analysis, which is helpful in dissecting the functional basis of eQTLs.",Xiaoquan  Wen,University of Michigan
10.1101/009407,10.1186/s13059-015-0610-8,Genome Biology,bioRxiv,MUSiCC: A marker genes based framework for metagenomic normalization and accurate profiling of gene abundances in the microbiome.,Ohad Manor;Elhanan Borenstein;,Genomics ,2014-09-19,2015-03-25,"Functional metagenomic analyses commonly involve a normalization step, where measured levels of genes or pathways are converted into relative abundances. Here, we demonstrate that this normalization scheme introduces marked biases both across and within human microbiome samples and systematically identify various sample-and gene-specific properties that contribute to these biases. We introduce an alternative normalization paradigm, MUSiCC, which combines universal single-copy genes with machine learning methods to correct these biases and to obtain a more accurate and biologically meaningful measure of gene abundances. Finally, we demonstrate that MUSiCC significantly improves downstream discovery of functional shifts in the microbiome.\n\nMUSiCC is available at http://elbo.gs.washington.edu/software.html.",Elhanan  Borenstein,University of Washington
10.1101/012922,10.1016/j.neuroimage.2015.03.057,NeuroImage,bioRxiv,Dynamic reorganization of brain functional networks during cognition,Michał Bola;Bernhard Sabel;,Neuroscience ,2014-12-19,2015-07-01,"How cognition emerges from neural dynamics? The dominant hypothesis states that interactions among distributed brain regions through phase synchronization give basis for cognitive processing. Such phase-synchronized networks are transient and dynamic, established on the timescale of milliseconds in order to perform specific cognitive operations. But unlike resting-state networks, the complex organization of transient cognitive networks is typically not characterized within the graph theory framework. Thus, it is not known whether cognitive processing merely changes strength of functional connections or, conversely, requires qualitatively new topological arrangements of functional networks. To address this question, we recorded high-density EEG when subjects performed a visual discrimination task and conducted and event-related network analysis (ERNA) where source-space weighted functional networks were characterized with graph measures. We revealed rapid, transient, and frequency-specific reorganization of the networks topology during cognition. Specifically, cognitive networks were characterized by strong clustering, low modularity, and strong interactions between hub-nodes. Our findings suggest that dense and clustered connectivity between the hub nodes belonging to different modules is the \""network fingerprint\"" of cognition. Such reorganization patterns might facilitate global integration of information and provide a substrate for a \""global workspace\"" necessary for cognition and consciousness to occur. Thus, characterizing topology of the event-related networks opens new vistas to interpret cognitive dynamics in the broader conceptual framework of graph theory.",Michał  Bola,University of Magdeburg
10.1101/013268,10.1371/journal.pone.0119337,PLOS ONE,bioRxiv,"Division of Labor in Hand Usage Is Associated with Higher Hand Performance in Free-Ranging Bonnet Macaques, Macaca radiate",Madhur Mangalam;Nisarg Desai;Mewa Singh;,Bioengineering ,2014-12-26,2015-03-25,"A practical approach to understanding lateral asymmetries in body, brain, and cognition would be to examine the performance advantages/disadvantages associated with the corresponding functions and behavior. In the present study, we examined whether the division of labor in hand usage, marked by the preferential usage of the two hands across manual operations requiring maneuvering in three-dimensional space (e.g., reaching for food, grooming, and hitting an opponent) and those requiring physical strength (e.g., climbing), is associated with higher hand performance in free-ranging bonnet macaques, Macaca radiata. We determined the extent to which the macaques exhibit laterality in hand usage in an experimental unimanual and a bimanual food-reaching task, and the extent to which manual laterality is associated with hand performance in an experimental hand-performance-differentiation task. We observed negative relationships between (a) the latency in food extraction by the preferred hand in the hand-performance-differentiation task (wherein, lower latency implies higher performance), the preferred hand determined using the bimanual food-reaching task, and the normalized difference between the performance of the two hands, and (b) the normalized difference between the performance of the two hands and the absolute difference between the laterality in hand usage in the unimanual and the bimanual food-reaching tasks (wherein, lesser difference implies higher manual specialization). Collectively, these observations demonstrate that the division of labor between the two hands is associated with higher hand performance.",Madhur  Mangalam,University of Georgia
10.1101/014092,10.1016/j.neuroimage.2015.03.067,NeuroImage,bioRxiv,Oscillatory signatures of crossmodal congruence effects: An EEG investigation employing a visuotactile pattern matching paradigm,Florian Göschl;Uwe Friese;Jonathan Daume;Peter König;Andreas K. Engel;,Neuroscience ,2015-01-22,2015-08-01,"Coherent percepts emerge from the accurate combination of inputs from the different sensory systems. There is ongoing debate about the neurophysiological implementation of crossmodal interactions in the brain, and it has been proposed that transient synchronization of neurons might be of central importance. Specifically, oscillatory activity in lower frequency ranges (< 30 Hz) has been implicated in mediating long-range communication as typically studied in multisensory research. In the current study, we recorded high-density electroencephalograms (EEG) while human participants were engaged in a visual-tactile pattern matching paradigm. Employing the same physical stimulation, separate tasks of the experiment either required the detection of predefined targets in visual and tactile modalities or the explicit evaluation of crossmodal stimulus congruence. Analysis of the behavioral data showed benefits for congruent visual-tactile stimulus combinations. Differences in oscillatory dynamics within the two tasks related to crossmodal congruence involved effects in the theta-(2-7 Hz), alpha-(813 Hz) and beta-band (13-25 Hz). Contrasting neuronal activity between the two tasks revealed differences in pre-stimulus alpha- and beta-band power, as well as differences in post-stimulus theta-band activity. Source reconstruction for these effects showed prominent involvement of superior temporal, parietal and prefrontal cortices - regions commonly implicated in multisensory integration. These results add to the increasing evidence that low frequency oscillations are well suited for studying integration in distributed brain networks, as demonstrated for crossmodal interactions in visual-tactile pattern matching in the current study. Additionally, neuronal activity at theta-, alpha- and beta-frequencies might subserve distinct processes relevant for multisensory integration, such as multisensory gating and crossmodal perceptual decision making.",Florian  Göschl,University Medical Center Hamburg-Eppendorf
10.1101/017244,10.1534/genetics.115.176818,Genetics,bioRxiv,Genetic variability under the seedbank coalescent,Jochen Blath;Bjarki Eldon;Adrian Casanova;Noemi Kurt;Maite Wilke-Berenguer;,Evolutionary Biology ,2015-03-29,2015-05-07,"We analyse patterns of genetic variability of populations in the presence of a large seed bank with the help of a new coalescent structure called the seed bank coalescent. This ancestral process appears naturally as scaling limit of the genealogy of large populations that sustain seed banks, if the seed bank size and individual dormancy times are of the same order as the active population. Mutations appear as Poisson processes on the active lineages, and potentially at reduced rate also on the dormant lineages. The presence of  dormant lineages leads to qualitatively altered times to the most recent common ancestor and non-classical patterns of genetic diversity. To illustrate this we provide a Wright-Fisher model with seed bank component and mutation, motivated from recent models of microbial dormancy, whose genealogy can be described by the seed bank coalescent. Based on our coalescent model, we derive recursions for the expectation and variance of the time to most recent common ancestor, number of segregating sites, pairwise differences, and singletons. Estimates (obtained by simulations) of the distributions of commonly employed distance statistics, in the presence and absence of a seed bank, are compared. The effect of a seed bank on the expected site-frequency spectrum is also investigated using simulations. Our results indicate that the presence of a large seed bank considerably alters the distribution of some distance statistics, as well as the site-frequency spectrum. Thus, one should be able to detect the presence of a large seed bank in genetic data.",Bjarki  Eldon,"Institute fur Mathematik, Technische Universitat Berlin"
10.1101/011130,10.1155/2015/923491,BioMed Research International,bioRxiv,Identifying highly-penetrant disease causal mutations using next generation sequencing: Guide to whole process,Mesut Erzurumluoglu;,Bioinformatics ,2014-11-06,2015-04-06,"Recent technological advances have created challenges for geneticists and a need to adapt to a wide range of new bioinformatics tools and an expanding wealth of publicly available data (e.g. mutation databases, software). This wide range of methods and a diversity of file formats used in sequence analysis is a significant issue, with a considerable amount of time spent before anyone can even attempt to analyse the genetic basis of human disorders. Another point to consider is although many possess  just enough knowledge to analyse their data, they do not make full use of the tools and databases that are available and also do not know how their data was created. The primary aim of this review is to document some of the key approaches and provide an analysis schema to make the analysis process more efficient and reliable in the context of discovering highly penetrant causal mutations/genes. This review will also compare the methods used to identify highly penetrant variants when data is obtained from consanguineous individuals as opposed to non-consanguineous; and when Mendelian disorders are analysed as opposed to common-complex disorders.",Mesut  Erzurumluoglu,University of Bristol
10.1101/015164,10.1371/journal.pgen.1005272,PLOS Genetics,bioRxiv,Dissection of a complex disease susceptibility region using a Bayesian stochastic search approach to fine mapping,Chris Wallace;Antony J Cutler;Nikolas Pontikos;Marcin L Pekalski;Oliver S Burren;Jason D Cooper;Arcadio Rubio Garcia;Ricardo C Ferreira;Hui Guo;Neil M Walker;Deborah J Smyth;Stephen S Rich;Suna Onengut-Gumuscu;Stephen S Sawcer;Maria Ban;Sylvia Richardson;John Todd;Linda Wicker;,Genetics ,2015-02-12,2015-06-24,"Identification of candidate causal variants in regions associated with risk of common diseases is complicated by linkage disequilibrium (LD) and multiple association signals. Nonetheless, accurate maps of these variants are needed, both to fully exploit detailed cell specific chromatin annotation data to highlight disease causal mechanisms and cells, and for design of the functional studies that will ultimately be required to confirm causal mechanisms. We adapted a Bayesian evolutionary stochastic search algorithm to the fine mapping problem, and demonstrated its improved performance over conventional stepwise and regularised regression through simulation studies. We then applied it to fine map the established multiple sclerosis (MS) and type 1 diabetes (T1D) associations in the IL-2RA (CD25) gene region. For T1D, both stepwise and stochastic search approaches identified four T1D association signals, with the major effect tagged by the single nucleotide polymorphism, rs12722496. In contrast, for MS, the stochastic search found two distinct competing models: a single candidate causal variant, tagged by rs2104286 and reported previously using stepwise analysis; and a more complex model with two association signals, one of which was tagged by the major T1D associated rs12722496 and the other by rs56382813. There is low to moderate LD between rs2104286 and both rs12722496 and rs56382813 (r2 [~=] 0.3) and our two SNP model could not be recovered through a forward stepwise search after conditioning on rs2104286. Both signals in the two variant model for MS affect CD25 expression on distinct subpopulations of CD4+ T cells, which are key cells in the autoimmune process. The results support a shared causal variant for T1D and MS. Our study illustrates the benefit of using a purposely designed model search strategy for fine mapping and the advantage of combining disease and protein expression data.",Chris  Wallace,University of Cambridge
10.1101/016196,10.1186/1471-2164-16-S7-S14,BMC Genomics,bioRxiv,Differential expression analysis of RNA sequencing data by incorporating non-exonic mapped reads,Hung-I Harry Chen;Yuanhang Liu;Yi Zou;Zhao Lai;Devanand Sarkar;Yufei Huang;Yidong Chen;,Bioinformatics ,2015-03-07,2015-06-11,"BackgroundRNA sequencing (RNA-seq) is a powerful tool for genome-wide expression profiling of biological samples with the advantage of high-throughput and high resolution. There are many existing algorithms nowadays for quantifying expression levels and detecting differential gene expression, but none of them takes the misaligned reads that are mapped to non-exonic regions into account. We developed a novel algorithm, XBSeq, where a statistical model was established based on the assumption that observed signals are the convolution of true expression signals and sequencing noises. The mapped reads in non-exonic regions are considered as sequencing noises, which follows a Poisson distribution. Given measureable observed and noise signals from RNA-seq data, true expression signals, assuming governed by the negative binomial distribution, can be delineated and thus the accurate detection of differential expressed genes.\n\nResultsWe implemented our novel XBSeq algorithm and evaluated it by using a set of simulated expression datasets under different conditions, using a combination of negative binomial and Poisson distributions with parameters derived from real RNA-seq data. We compared the performance of our method with other commonly used differential expression analysis algorithms. We also evaluated the changes in true and false positive rates with variations in biological replicates, differential fold changes, and expression levels in non-exonic regions. We also tested the algorithm on a set of real RNA-seq data where the common and different detection results from different algorithms were reported.\n\nConclusionsIn this paper, we proposed a novel XBSeq, a differential expression analysis algorithm for RNA-seq data that takes non-exonic mapped reads into consideration. When background noise is at baseline level, the performance of XBSeq and DESeq are mostly equivalent. However, our method surpasses DESeq and other algorithms with the increase of non-exonic mapped reads. Only in very low read count condition XBSeq had a slightly higher false discovery rate, which may be improved by adjusting the background noise effect in this situation. Taken together, by considering non-exonic mapped reads, XBSeq can provide accurate expression measurement and thus detect differential expressed genes even in noisy conditions.",Yidong  Chen,UTHSCSA
10.1101/018333,10.1093/bioinformatics/btv383,Bioinformatics,bioRxiv,Bandage: interactive visualisation of de novo genome assemblies,Ryan R Wick;Mark B Schultz;Justin Zobel;Kathryn E Holt;,Bioinformatics ,2015-04-21,2015-06-22,"SummaryWhile de novo assembly graphs contain assembled contigs (nodes), the connections between those contigs (edges) are difficult for users to access. Bandage (a Bioinformatics Application for Navigating De novo Assembly Graphs Easily) is a tool for visualising assembly graphs with connections. Users can zoom in to specific areas of the graph and interact with it by moving nodes, adding labels, changing colours and extracting sequences. BLAST searches can be performed within the Bandage GUI and the hits are displayed as highlights in the graph. By displaying connections between contigs, Bandage presents new possibilities for analysing de novo assemblies that are not possible through investigation of contigs alone.\n\nAvailability and implementationSource code and binaries are freely available at https://github.com/rrwick/Bandage. Bandage is implemented in C++ and supported on Linux, OS X and Windows.\n\nContactrrwick@gmail.com\n\nSupplementary informationA full feature list and screenshots are available at Bioinformatics online and http://rrwick.github.io/Bandage.",Ryan R Wick,University of Melbourne
10.1101/017475,10.1093/molbev/msv141,Molecular Biology and Evolution,bioRxiv,Denisovan Ancestry in East Eurasian and Native American Populations.,Pengfei Qin;Mark Stoneking;,Evolutionary Biology ,2015-04-03,2015-06-23,"Although initial studies suggested that Denisovan ancestry was found only in modern human populations from island Southeast Asia and Oceania, more recent studies have suggested that Denisovan ancestry may be more widespread. However, the geographic extent of Denisovan ancestry has not been determined, and moreover the relationship between the Denisovan ancestry in Oceania and that elsewhere has not been studied. Here we analyze genome-wide SNP data from 2493 individuals from 221 worldwide populations, and show that there is a widespread signal of a very low level of Denisovan ancestry across Eastern Eurasian and Native American (EE/NA) populations. We also verify a higher level of Denisovan ancestry in Oceania than that in EE/NA; the Denisovan ancestry in Oceania is correlated with the amount of New Guinea ancestry, but not the amount of Australian ancestry, indicating that recent gene flow from New Guinea likely accounts for signals of Denisovan ancestry across Oceania. However, Denisovan ancestry in EE/NA populations is equally correlated with their New Guinea or their Australian ancestry, suggesting a common source for the Denisovan ancestry in EE/NA and Oceanian populations. Our results suggest that Denisovan ancestry in EE/NA is derived either from common ancestry with, or gene flow from, the common ancestor of New Guineans and Australians, indicating a more complex history involving East Eurasians and Oceanians than previously suspected.",Mark  Stoneking,Max Planck Institute for Evolutionary Anthropology
